qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
MCYST_31.Contig_71	NZ_CP047242.1:5785454-5788351	74.715	965	223	17	6807	7756	79	1037	1.50e-114	411
MCYST_31.Contig_71	NZ_CP065936.1:191293-194172	72.124	965	239	19	6820	7760	89	1047	1.23e-70	265
MCYST_31.Contig_94	NZ_JXYX01000001.1:c589407-588163	92.857	98	7	0	10001	10098	1194	1097	4.58e-34	143
MCYST_31.Contig_200	NZ_JXYX01000001.1:949860-950450	96.934	587	18	0	2995	3581	1	587	0.0	985
MCYST_31.Contig_207	NZ_JXYX01000003.1:c235202-234798	96.543	405	14	0	3374	3778	1	405	0.0	671
MCYST_31.Contig_219	NZ_JXYX01000015.1:74716-76242	98.952	1527	16	0	482	2008	1	1527	0.0	2732
MCYST_31.Contig_219	NZ_AESD01000164.1:3534-5099	77.875	913	198	4	1026	1936	569	1479	3.66e-161	564
MCYST_31.Contig_219	NZ_AJLL01000060.1:30160-31707	75.054	918	212	16	1031	1941	586	1493	5.04e-115	411
MCYST_31.Contig_229	NZ_JXYX01000001.1:c589407-588163	96.535	1010	11	6	2338	3347	260	1245	0.0	1650
MCYST_31.Contig_229	NZ_JXYX01000001.1:c589407-588163	99.245	265	2	0	757	1021	1	265	1.30e-135	479
MCYST_31.Contig_229	NZ_CP047242.1:2717252-2718502	83.495	206	34	0	2604	2809	532	737	1.90e-49	193
MCYST_31.Contig_244	NZ_JXYX01000015.1:c45892-43928	98.145	539	10	0	3	541	539	1	0.0	941
MCYST_31.Contig_265	NZ_JXYX01000001.1:283692-286061	97.932	2370	49	0	330	2699	2370	1	0.0	4106
MCYST_31.Contig_275	NZ_JXYX01000001.1:1089920-1090996	99.071	1077	10	0	21	1097	1	1077	0.0	1934
MCYST_31.Contig_366	NZ_JXYX01000003.1:c241171-239060	98.622	508	7	0	1	508	508	1	0.0	900
MCYST_31.Contig_382	NZ_JXYX01000011.1:95421-97148	98.846	260	3	0	3007	3266	1	260	2.14e-131	464
MCYST_31.Contig_382	NZ_KE384623.1:25615-27345	77.612	134	28	2	3024	3156	18	150	9.05e-16	80.5
MCYST_31.Contig_407	NZ_JXYX01000001.1:368066-368695	98.832	428	5	0	1	428	428	1	0.0	763
MCYST_31.Contig_428	NZ_JXYX01000003.1:c241171-239060	98.382	1731	28	0	959	2689	2112	382	0.0	3042
MCYST_31.Contig_428	NZ_AESD01000712.1:c15827-13695	74.306	864	206	16	1809	2664	1265	410	1.43e-97	351
MCYST_31.Contig_436	NZ_JXYX01000008.1:c181072-179420	99.342	152	1	0	1	152	1502	1653	8.60e-75	276
MCYST_31.Contig_436	NZ_CP065936.1:1280496-1282148	80.153	131	26	0	22	152	1523	1653	2.00e-21	99.0
MCYST_31.Contig_437	NZ_JXYX01000004.1:150513-150981	98.721	469	6	0	1871	2339	1	469	0.0	833
MCYST_31.Contig_476	NZ_JXYX01000015.1:c41779-39131	98.885	1615	18	0	1	1615	1615	1	0.0	2883
MCYST_56.Contig_13	NZ_LR882952.1:2770426-2772612	75.498	1506	333	29	9376	10863	40	1527	0.0	704
MCYST_56.Contig_13	NZ_JXYX01000003.1:c241171-239060	74.701	585	130	15	9780	10355	420	995	3.93e-64	244
MCYST_56.Contig_16	NZ_JXYX01000001.1:c845495-843027	77.874	1270	253	21	36656	37912	1115	2369	0.0	763
MCYST_56.Contig_16	NZ_AESD01000714.1:c2746-287	77.760	1223	256	13	36666	37880	1114	2328	0.0	737
MCYST_56.Contig_16	NZ_KE384619.1:34218-36698	75.708	1412	307	28	36546	37939	1015	2408	0.0	675
MCYST_56.Contig_16	NZ_JACJTO010000009.1:117224-119689	76.594	1239	261	23	36715	37939	1170	2393	0.0	654
MCYST_56.Contig_26	NZ_JXYX01000004.1:150513-150981	92.157	51	4	0	8259	8309	69	19	1.52e-12	73.1
MCYST_56.Contig_56	NZ_LAHB01000015.1:c109909-108659	74.825	286	68	3	3143	3426	833	550	8.12e-29	126
MCYST_56.Contig_59	NZ_LR882952.1:888775-890772	76.681	1874	389	42	4341	6190	1961	112	0.0	996
MCYST_56.Contig_59	NZ_JACJTO010000007.1:68616-70613	75.275	1545	352	26	4674	6203	1628	99	0.0	710
MCYST_56.Contig_61	NZ_AESD01000164.1:3534-5099	75.695	827	189	10	4203	5023	596	1416	3.31e-112	403
MCYST_56.Contig_61	NZ_CP047242.1:c3607546-3606023	73.786	824	206	9	4181	4999	559	1377	4.44e-86	316
MCYST_56.Contig_84	NZ_AESD01000407.1:c3053-1405	76.433	1553	354	12	15070	16616	1549	3	0.0	830
MCYST_56.Contig_84	NZ_LR882952.1:4510967-4513630	82.240	625	107	4	15040	15663	2613	1992	2.56e-152	536
MCYST_56.Contig_84	NZ_CP047242.1:5269141-5271705	71.764	1831	476	28	15064	16872	2546	735	4.38e-135	479
MCYST_56.Contig_84	NZ_LAHB01000054.1:c38656-35963	80.500	600	114	3	15062	15659	2672	2074	2.05e-128	457
MCYST_56.Contig_98	NZ_JACJTO010000021.1:c66481-63539	74.584	1444	347	17	10974	12407	2907	1474	2.95e-176	616
MCYST_62.Contig_1	NZ_JXYX01000015.1:c41779-39131	97.169	2649	75	0	42013	44661	2649	1	0.0	4477
MCYST_62.Contig_4	NZ_JXYX01000001.1:c665504-663222	96.496	2283	80	0	54059	56341	1	2283	0.0	3773
MCYST_62.Contig_4	NZ_JXYX01000002.1:c55249-54122	97.340	1128	30	0	27770	28897	1	1128	0.0	1917
MCYST_62.Contig_4	NZ_AESD01000744.1:c2484-1342	71.651	769	178	27	28076	28818	307	1061	1.94e-43	176
MCYST_62.Contig_4	NZ_AJLL01000063.1:69984-71150	90.909	44	4	0	27842	27885	73	116	2.04e-08	60.2
MCYST_62.Contig_5	NZ_JXYX01000011.1:95421-97148	97.562	1723	42	0	47719	49441	1723	1	0.0	2950
MCYST_62.Contig_10	NZ_JXYX01000010.1:c144263-143616	96.835	632	20	0	47288	47919	648	17	0.0	1057
MCYST_62.Contig_18	NZ_JXYX01000003.1:435808-436338	97.363	531	14	0	32486	33016	531	1	0.0	904
MCYST_62.Contig_26	NZ_JXYX01000008.1:c181072-179420	97.520	1653	41	0	4986	6638	1	1653	0.0	2826
MCYST_62.Contig_28	NZ_JXYX01000001.1:c845495-843027	98.299	2469	42	0	5020	7488	2469	1	0.0	4327
MCYST_62.Contig_28	NZ_LR882952.1:c4098973-4096490	76.672	1346	284	28	5120	6450	2384	1054	0.0	719
MCYST_62.Contig_33	NZ_JXYX01000003.1:285054-286931	98.190	1878	34	0	12095	13972	1	1878	0.0	3280
MCYST_62.Contig_33	NZ_LR882952.1:825531-827390	76.912	693	158	2	12212	12903	115	806	8.87e-109	392
MCYST_62.Contig_33	NZ_LR882952.1:825531-827390	71.839	696	167	18	13272	13963	1187	1857	1.26e-42	172
MCYST_62.Contig_33	NZ_AESD01000514.1:2053-3888	72.984	707	174	15	13271	13967	1132	1831	2.05e-60	231
MCYST_62.Contig_59	NZ_JXYX01000001.1:1382667-1384103	97.034	1416	42	0	10345	11760	1	1416	0.0	2383
MCYST_62.Contig_60	NZ_JXYX01000001.1:283692-286061	97.384	2370	62	0	18542	20911	1	2370	0.0	4034
MCYST_62.Contig_63	NZ_JXYX01000014.1:c55009-53006	97.506	2005	49	1	4706	6710	2004	1	0.0	3424
MCYST_62.Contig_63	NZ_CP085785.1:c545139-543139	71.206	1410	380	23	5131	6527	1580	184	1.48e-90	331
MCYST_62.Contig_66	NZ_JXYX01000001.1:949860-950450	96.277	591	22	0	2459	3049	591	1	0.0	970
MCYST_62.Contig_74	NZ_JXYX01000001.1:c589407-588163	94.859	1245	64	0	9837	11081	1	1245	0.0	1945
MCYST_62.Contig_83	NZ_JXYX01000008.1:214032-216905	97.594	2868	69	0	4077	6944	2868	1	0.0	4915
MCYST_62.Contig_83	NZ_CP047242.1:5785454-5788351	74.013	1393	324	33	4165	5538	2813	1440	3.17e-151	532
MCYST_62.Contig_83	NZ_CP047242.1:5785454-5788351	74.562	971	226	17	5965	6920	1043	79	7.20e-113	405
MCYST_62.Contig_83	NZ_CP065936.1:191293-194172	72.718	964	233	19	5968	6907	1046	89	4.52e-80	296
MCYST_62.Contig_94	NZ_JXYX01000003.1:c235202-234798	95.652	391	17	0	11462	11852	1	391	3.70e-180	628
MCYST_62.Contig_96	NZ_JXYX01000015.1:74716-76242	97.839	1527	33	0	5677	7203	1527	1	0.0	2638
MCYST_62.Contig_96	NZ_AESD01000164.1:3534-5099	78.204	913	195	4	5749	6659	1479	569	1.02e-165	580
MCYST_62.Contig_96	NZ_AJLL01000060.1:30160-31707	75.245	917	212	14	5744	6654	1493	586	6.52e-118	422
MCYST_62.Contig_107	NZ_JXYX01000015.1:c45892-43928	96.945	1964	60	0	2610	4573	1964	1	0.0	3295
MCYST_62.Contig_121	NZ_JXYX01000003.1:c241171-239060	95.478	2101	95	0	2953	5053	1	2101	0.0	3354
MCYST_62.Contig_121	NZ_AESD01000712.1:c15827-13695	74.030	1263	296	32	2968	4214	19	1265	1.83e-137	486
MCYST_62.Contig_132	NZ_JXYX01000002.1:c450913-449846	97.940	1068	22	0	9473	10540	1	1068	0.0	1851
MCYST_62.Contig_132	NZ_AESD01000488.1:c12901-11825	80.826	944	181	0	9473	10416	1	944	0.0	741
MCYST_62.Contig_160	NZ_JXYX01000011.1:116877-117659	97.446	783	20	0	6129	6911	783	1	0.0	1336
MCYST_62.Contig_188	NZ_JXYX01000001.1:1089920-1090996	96.273	966	36	0	7394	8359	1	966	0.0	1585
MCYST_62.Contig_204	NZ_JXYX01000001.1:368066-368695	96.805	626	20	0	2506	3131	626	1	0.0	1046
MCYST_79.Contig_22	NZ_JXYX01000002.1:c450913-449846	96.723	1068	35	0	2287	3354	1068	1	0.0	1779
MCYST_79.Contig_22	NZ_AESD01000488.1:c12901-11825	80.191	944	187	0	2411	3354	944	1	0.0	708
MCYST_79.Contig_53	NZ_JXYX01000014.1:c55009-53006	96.615	709	24	0	12944	13652	1	709	0.0	1177
MCYST_79.Contig_53	NZ_CP085785.1:c545139-543139	77.899	276	56	3	13114	13386	170	443	2.83e-41	167
MCYST_79.Contig_76	NZ_JXYX01000011.1:116877-117659	99.229	389	3	0	11123	11511	1	389	0.0	702
MCYST_79.Contig_84	NZ_JXYX01000003.1:c241171-239060	97.680	2112	49	0	5850	7961	1	2112	0.0	3629
MCYST_79.Contig_84	NZ_AESD01000712.1:c15827-13695	73.910	1261	301	28	5865	7111	19	1265	7.19e-136	481
MCYST_79.Contig_85	NZ_JXYX01000001.1:c845495-843027	98.710	2326	30	0	1	2326	2326	1	0.0	4130
MCYST_79.Contig_85	NZ_LR882952.1:c4098973-4096490	76.516	1303	276	28	1	1288	2341	1054	0.0	684
MCYST_79.Contig_111	NZ_JXYX01000001.1:1089920-1090996	96.472	1077	38	0	1166	2242	1	1077	0.0	1779
MCYST_79.Contig_118	NZ_JXYX01000003.1:285054-286931	98.403	1878	30	0	1466	3343	1	1878	0.0	3302
MCYST_79.Contig_118	NZ_LR882952.1:825531-827390	77.633	693	153	2	1583	2274	115	806	1.41e-117	420
MCYST_79.Contig_118	NZ_LR882952.1:825531-827390	72.126	696	165	20	2643	3334	1187	1857	2.02e-46	183
MCYST_79.Contig_118	NZ_AESD01000514.1:2053-3888	72.482	705	181	12	2642	3338	1132	1831	7.17e-56	215
MCYST_79.Contig_118	NZ_AJLL01000040.1:c5960-4056	76.503	366	84	2	1673	2037	208	572	7.22e-51	198
MCYST_79.Contig_147	NZ_JXYX01000008.1:214032-216905	99.038	2495	24	0	6301	8795	1	2495	0.0	4475
MCYST_79.Contig_147	NZ_CP047242.1:5785454-5788351	75.181	967	215	21	6325	7274	79	1037	1.63e-121	433
MCYST_79.Contig_147	NZ_CP065936.1:191293-194172	72.332	965	237	19	6338	7278	89	1047	2.90e-74	276
MCYST_79.Contig_151	NZ_JXYX01000001.1:368066-368695	99.042	626	6	0	2604	3229	626	1	0.0	1123
MCYST_79.Contig_175	NZ_JXYX01000008.1:c181072-179420	98.790	1653	20	0	51	1703	1	1653	0.0	2942
MCYST_79.Contig_175	NZ_CP065936.1:1280496-1282148	75.510	196	46	2	1509	1703	1459	1653	7.99e-20	95.3
MCYST_79.Contig_206	NZ_JXYX01000003.1:435808-436338	96.798	531	17	0	4346	4876	1	531	0.0	887
MCYST_79.Contig_247	NZ_JXYX01000015.1:74716-76242	98.690	1527	20	0	2607	4133	1527	1	0.0	2710
MCYST_79.Contig_247	NZ_AESD01000164.1:3534-5099	77.876	904	196	4	2679	3580	1479	578	1.94e-159	558
MCYST_79.Contig_247	NZ_AJLL01000060.1:30160-31707	75.524	907	209	12	2674	3575	1493	595	1.22e-121	433
MCYST_79.Contig_249	NZ_JXYX01000004.1:150513-150981	100.000	99	0	0	6479	6577	1	99	1.35e-46	183
MCYST_79.Contig_338	NZ_JXYX01000010.1:c144263-143616	97.685	648	15	0	4218	4865	1	648	0.0	1114
MCYST_79.Contig_383	NZ_JXYX01000001.1:c589407-588163	98.367	245	4	0	3411	3655	1245	1001	3.04e-121	431
MCYST_79.Contig_422	NZ_JXYX01000001.1:1382667-1384103	98.264	288	5	0	3736	4023	1416	1129	1.55e-143	505
MCYST_79.Contig_435	NZ_JXYX01000011.1:95421-97148	97.338	1728	46	0	80	1807	1	1728	0.0	2937
MCYST_79.Contig_463	NZ_JXYX01000015.1:c41779-39131	97.033	1045	31	0	1	1045	1605	2649	0.0	1759
MCYST_79.Contig_512	NZ_JXYX01000001.1:1382667-1384103	98.089	1256	22	2	1878	3132	1	1255	0.0	2185
MCYST_79.Contig_521	NZ_JXYX01000001.1:c665504-663222	97.634	2282	54	0	161	2442	2282	1	0.0	3916
MCYST_79.Contig_528	NZ_JXYX01000001.1:283692-286061	95.778	379	16	0	2559	2937	1	379	6.48e-176	612
MCYST_79.Contig_550	NZ_JXYX01000004.1:150513-150981	98.507	469	7	0	29	497	1	469	0.0	828
MCYST_79.Contig_575	NZ_JXYX01000011.1:116877-117659	97.697	521	12	0	1	521	263	783	0.0	896
NODOS_103.Contig_309	NZ_CP085785.1:c844832-841821	74.274	1998	446	64	4	1967	2846	883	0.0	780
NODOS_105.Contig_79	NZ_CP065936.1:3751441-3753438	77.091	275	63	0	9084	9358	151	425	3.56e-39	159
PSEUDA_13.Contig_25	NZ_KE384599.1:c2617-29	77.273	484	102	7	8814	9293	2023	2502	3.13e-74	278
PSEUDA_13.Contig_130	NZ_CP085785.1:1916104-1917300	74.007	277	63	8	13996	14268	758	487	2.40e-22	104
PSEUDA_13.Contig_234	NZ_LR882952.1:3185638-3188601	78.534	191	37	4	1959	2147	1065	877	2.36e-28	122
PSEUDA_157.Contig_97	NZ_AJLL01000063.1:c82007-80010	73.624	1581	372	39	1572	3130	1736	179	6.86e-162	568
PSEUDA_157.Contig_227	NZ_KE384623.1:85149-86249	75.000	204	43	8	5428	5627	608	409	1.26e-17	87.9
PSEUDA_157.Contig_267	NZ_AJLL01000005.1:195276-198188	75.166	753	181	6	3327	4076	2041	2790	1.26e-96	350
PSEUDA_157.Contig_267	NZ_JANQDJ010000007.1:29007-31877	73.750	720	179	9	3362	4076	2040	2754	7.82e-74	274
PSEUDA_281.Contig_60	NZ_KE384619.1:c14724-12727	72.430	1469	351	45	875	2316	1622	181	3.57e-117	420
PSEUDA_31.Contig_3	NZ_AJLL01000063.1:c82007-80010	73.985	1503	347	35	34442	35922	1659	179	1.17e-161	569
PSEUDA_31.Contig_39	NZ_AJLL01000005.1:195276-198188	72.055	1460	374	31	29105	30547	2892	1450	1.50e-112	405
PSEUDA_70.Contig_26	NZ_CP047242.1:778650-780647	73.288	1460	356	31	14765	16207	181	1623	1.23e-142	505
VULCA_120.Contig_1	NZ_CP085785.1:c844832-841821	74.929	706	166	7	30082	30777	2897	2193	1.12e-84	313
VULCA_209.Contig_10	NZ_CP085785.1:c844832-841821	74.768	1399	305	37	6817	8191	1523	2897	6.16e-167	584
VULCA_28.Contig_42	NZ_CP085785.1:c844832-841821	73.338	1399	325	40	14123	15497	1523	2897	1.75e-133	473
VULCA_28.Contig_54	NZ_CP047242.1:2717252-2718502	76.471	102	22	2	10509	10609	719	619	2.03e-07	54.7
VULCA_96.Contig_2	NZ_CP085785.1:1916104-1917300	75.581	172	42	0	50810	50981	550	721	4.09e-16	86.1
